episode,time,node,sf
1,0,pop1,a
1,0,pop1,c
1,0,pop3,a
1,0,pop3,b
1,0,pop4,c
1,0,pop4,b
1,0,pop4,a
1,0,pop5,b
1,0,pop5,c
1,0,pop8,c
1,0,pop9,a
1,0,pop10,b
1,0,pop10,c
1,100,pop1,c
1,100,pop1,a
1,100,pop3,a
1,100,pop3,b
1,100,pop4,c
1,100,pop4,b
1,100,pop4,a
1,100,pop5,b
1,100,pop5,c
1,100,pop8,c
1,100,pop9,a
1,100,pop10,b
1,100,pop10,c
1,200,pop1,c
1,200,pop1,a
1,200,pop3,a
1,200,pop3,b
1,200,pop4,c
1,200,pop4,b
1,200,pop4,a
1,200,pop5,c
1,200,pop5,b
1,200,pop8,c
1,200,pop9,a
1,200,pop10,b
1,200,pop10,c
1,300,pop1,a
1,300,pop1,c
1,300,pop3,a
1,300,pop3,b
1,300,pop4,c
1,300,pop4,a
1,300,pop4,b
1,300,pop5,b
1,300,pop5,c
1,300,pop8,c
1,300,pop9,a
1,300,pop10,b
1,300,pop10,c
1,400,pop1,a
1,400,pop1,c
1,400,pop3,b
1,400,pop3,a
1,400,pop4,a
1,400,pop4,c
1,400,pop4,b
1,400,pop5,c
1,400,pop5,b
1,400,pop8,c
1,400,pop9,a
1,400,pop10,b
1,400,pop10,c
1,500,pop1,a
1,500,pop1,c
1,500,pop3,b
1,500,pop3,a
1,500,pop4,a
1,500,pop4,c
1,500,pop4,b
1,500,pop5,b
1,500,pop5,c
1,500,pop8,c
1,500,pop9,a
1,500,pop10,b
1,500,pop10,c
1,600,pop1,a
1,600,pop1,c
1,600,pop3,b
1,600,pop3,a
1,600,pop4,c
1,600,pop4,b
1,600,pop4,a
1,600,pop5,c
1,600,pop5,b
1,600,pop8,c
1,600,pop9,a
1,600,pop10,b
1,600,pop10,c
1,700,pop1,a
1,700,pop1,c
1,700,pop3,b
1,700,pop3,a
1,700,pop4,b
1,700,pop4,c
1,700,pop4,a
1,700,pop5,b
1,700,pop5,c
1,700,pop8,c
1,700,pop9,a
1,700,pop10,b
1,700,pop10,c
1,800,pop1,a
1,800,pop1,c
1,800,pop3,a
1,800,pop3,b
1,800,pop4,c
1,800,pop4,b
1,800,pop4,a
1,800,pop5,c
1,800,pop5,b
1,800,pop8,c
1,800,pop9,a
1,800,pop10,b
1,800,pop10,c
1,900,pop1,a
1,900,pop1,c
1,900,pop3,a
1,900,pop3,b
1,900,pop4,a
1,900,pop4,c
1,900,pop4,b
1,900,pop5,c
1,900,pop5,b
1,900,pop8,c
1,900,pop9,a
1,900,pop10,b
1,900,pop10,c
1,1000,pop1,a
1,1000,pop1,c
1,1000,pop3,a
1,1000,pop3,b
1,1000,pop4,a
1,1000,pop4,c
1,1000,pop4,b
1,1000,pop5,b
1,1000,pop5,c
1,1000,pop8,c
1,1000,pop9,a
1,1000,pop10,b
1,1000,pop10,c
1,1100,pop1,c
1,1100,pop1,a
1,1100,pop3,a
1,1100,pop3,b
1,1100,pop4,a
1,1100,pop4,c
1,1100,pop4,b
1,1100,pop5,b
1,1100,pop5,c
1,1100,pop8,c
1,1100,pop9,a
1,1100,pop10,b
1,1100,pop10,c
1,1200,pop1,a
1,1200,pop1,c
1,1200,pop3,a
1,1200,pop3,b
1,1200,pop4,c
1,1200,pop4,b
1,1200,pop4,a
1,1200,pop5,b
1,1200,pop5,c
1,1200,pop8,c
1,1200,pop9,a
1,1200,pop10,b
1,1200,pop10,c
1,1300,pop1,a
1,1300,pop1,c
1,1300,pop3,a
1,1300,pop3,b
1,1300,pop4,c
1,1300,pop4,b
1,1300,pop4,a
1,1300,pop5,c
1,1300,pop5,b
1,1300,pop8,c
1,1300,pop9,a
1,1300,pop10,b
1,1300,pop10,c
1,1400,pop1,a
1,1400,pop1,c
1,1400,pop3,a
1,1400,pop3,b
1,1400,pop4,c
1,1400,pop4,b
1,1400,pop4,a
1,1400,pop5,c
1,1400,pop5,b
1,1400,pop8,c
1,1400,pop9,a
1,1400,pop10,b
1,1400,pop10,c
1,1500,pop1,a
1,1500,pop1,c
1,1500,pop3,a
1,1500,pop3,b
1,1500,pop4,a
1,1500,pop4,c
1,1500,pop4,b
1,1500,pop5,c
1,1500,pop5,b
1,1500,pop8,c
1,1500,pop9,a
1,1500,pop10,b
1,1500,pop10,c
1,1600,pop1,a
1,1600,pop1,c
1,1600,pop3,a
1,1600,pop3,b
1,1600,pop4,c
1,1600,pop4,b
1,1600,pop4,a
1,1600,pop5,b
1,1600,pop5,c
1,1600,pop8,c
1,1600,pop9,a
1,1600,pop10,b
1,1600,pop10,c
1,1700,pop1,a
1,1700,pop1,c
1,1700,pop3,a
1,1700,pop3,b
1,1700,pop4,a
1,1700,pop4,c
1,1700,pop4,b
1,1700,pop5,b
1,1700,pop5,c
1,1700,pop8,c
1,1700,pop9,a
1,1700,pop10,b
1,1700,pop10,c
1,1800,pop1,c
1,1800,pop1,a
1,1800,pop3,b
1,1800,pop3,a
1,1800,pop4,c
1,1800,pop4,b
1,1800,pop4,a
1,1800,pop5,c
1,1800,pop5,b
1,1800,pop8,c
1,1800,pop9,a
1,1800,pop10,b
1,1800,pop10,c
1,1900,pop1,a
1,1900,pop1,c
1,1900,pop3,a
1,1900,pop3,b
1,1900,pop4,c
1,1900,pop4,b
1,1900,pop4,a
1,1900,pop5,b
1,1900,pop5,c
1,1900,pop8,c
1,1900,pop9,a
1,1900,pop10,b
1,1900,pop10,c
1,2000,pop1,a
1,2000,pop1,c
1,2000,pop3,b
1,2000,pop3,a
1,2000,pop4,b
1,2000,pop4,c
1,2000,pop4,a
1,2000,pop5,c
1,2000,pop5,b
1,2000,pop8,c
1,2000,pop9,a
1,2000,pop10,b
1,2000,pop10,c
1,2100,pop1,c
1,2100,pop1,a
1,2100,pop3,a
1,2100,pop3,b
1,2100,pop4,b
1,2100,pop4,c
1,2100,pop4,a
1,2100,pop5,c
1,2100,pop5,b
1,2100,pop8,c
1,2100,pop9,a
1,2100,pop10,b
1,2100,pop10,c
1,2200,pop1,a
1,2200,pop1,c
1,2200,pop3,a
1,2200,pop3,b
1,2200,pop4,b
1,2200,pop4,a
1,2200,pop4,c
1,2200,pop5,b
1,2200,pop5,c
1,2200,pop8,c
1,2200,pop9,a
1,2200,pop10,b
1,2200,pop10,c
1,2300,pop1,a
1,2300,pop1,c
1,2300,pop3,a
1,2300,pop3,b
1,2300,pop4,c
1,2300,pop4,b
1,2300,pop4,a
1,2300,pop5,b
1,2300,pop5,c
1,2300,pop8,c
1,2300,pop9,a
1,2300,pop10,b
1,2300,pop10,c
1,2400,pop1,a
1,2400,pop1,c
1,2400,pop3,a
1,2400,pop3,b
1,2400,pop4,b
1,2400,pop4,c
1,2400,pop4,a
1,2400,pop5,c
1,2400,pop5,b
1,2400,pop8,c
1,2400,pop9,a
1,2400,pop10,b
1,2400,pop10,c
1,2500,pop1,c
1,2500,pop1,a
1,2500,pop3,a
1,2500,pop3,b
1,2500,pop4,b
1,2500,pop4,c
1,2500,pop4,a
1,2500,pop5,c
1,2500,pop5,b
1,2500,pop8,c
1,2500,pop9,a
1,2500,pop10,b
1,2500,pop10,c
1,2600,pop1,a
1,2600,pop1,c
1,2600,pop3,a
1,2600,pop3,b
1,2600,pop4,c
1,2600,pop4,b
1,2600,pop4,a
1,2600,pop5,b
1,2600,pop5,c
1,2600,pop8,c
1,2600,pop9,a
1,2600,pop10,b
1,2600,pop10,c
1,2700,pop1,a
1,2700,pop1,c
1,2700,pop3,a
1,2700,pop3,b
1,2700,pop4,b
1,2700,pop4,c
1,2700,pop4,a
1,2700,pop5,b
1,2700,pop5,c
1,2700,pop8,c
1,2700,pop9,a
1,2700,pop10,b
1,2700,pop10,c
1,2800,pop1,c
1,2800,pop1,a
1,2800,pop3,b
1,2800,pop3,a
1,2800,pop4,c
1,2800,pop4,b
1,2800,pop4,a
1,2800,pop5,b
1,2800,pop5,c
1,2800,pop8,c
1,2800,pop9,a
1,2800,pop10,b
1,2800,pop10,c
1,2900,pop1,c
1,2900,pop1,a
1,2900,pop3,b
1,2900,pop3,a
1,2900,pop4,c
1,2900,pop4,b
1,2900,pop4,a
1,2900,pop5,b
1,2900,pop5,c
1,2900,pop8,c
1,2900,pop9,a
1,2900,pop10,b
1,2900,pop10,c
1,3000,pop1,a
1,3000,pop1,c
1,3000,pop3,b
1,3000,pop3,a
1,3000,pop4,b
1,3000,pop4,a
1,3000,pop4,c
1,3000,pop5,c
1,3000,pop5,b
1,3000,pop8,c
1,3000,pop9,a
1,3000,pop10,b
1,3000,pop10,c
1,3100,pop1,a
1,3100,pop1,c
1,3100,pop3,b
1,3100,pop3,a
1,3100,pop4,c
1,3100,pop4,b
1,3100,pop4,a
1,3100,pop5,c
1,3100,pop5,b
1,3100,pop8,c
1,3100,pop9,a
1,3100,pop10,b
1,3100,pop10,c
1,3200,pop1,a
1,3200,pop1,c
1,3200,pop3,b
1,3200,pop3,a
1,3200,pop4,b
1,3200,pop4,a
1,3200,pop4,c
1,3200,pop5,c
1,3200,pop5,b
1,3200,pop8,c
1,3200,pop9,a
1,3200,pop10,b
1,3200,pop10,c
1,3300,pop1,c
1,3300,pop1,a
1,3300,pop3,a
1,3300,pop3,b
1,3300,pop4,c
1,3300,pop4,b
1,3300,pop4,a
1,3300,pop5,c
1,3300,pop5,b
1,3300,pop8,c
1,3300,pop9,a
1,3300,pop10,b
1,3300,pop10,c
1,3400,pop1,a
1,3400,pop1,c
1,3400,pop3,a
1,3400,pop3,b
1,3400,pop4,c
1,3400,pop4,b
1,3400,pop4,a
1,3400,pop5,c
1,3400,pop5,b
1,3400,pop8,c
1,3400,pop9,a
1,3400,pop10,b
1,3400,pop10,c
1,3500,pop1,c
1,3500,pop1,a
1,3500,pop3,a
1,3500,pop3,b
1,3500,pop4,b
1,3500,pop4,c
1,3500,pop4,a
1,3500,pop5,b
1,3500,pop5,c
1,3500,pop8,c
1,3500,pop9,a
1,3500,pop10,c
1,3500,pop10,b
1,3600,pop1,a
1,3600,pop1,c
1,3600,pop3,a
1,3600,pop3,b
1,3600,pop4,b
1,3600,pop4,c
1,3600,pop4,a
1,3600,pop5,b
1,3600,pop5,c
1,3600,pop8,c
1,3600,pop9,a
1,3600,pop10,b
1,3600,pop10,c
1,3700,pop1,a
1,3700,pop1,c
1,3700,pop3,b
1,3700,pop3,a
1,3700,pop4,a
1,3700,pop4,c
1,3700,pop4,b
1,3700,pop5,b
1,3700,pop5,c
1,3700,pop8,c
1,3700,pop9,a
1,3700,pop10,b
1,3700,pop10,c
1,3800,pop1,a
1,3800,pop1,c
1,3800,pop3,a
1,3800,pop3,b
1,3800,pop4,a
1,3800,pop4,c
1,3800,pop4,b
1,3800,pop5,b
1,3800,pop5,c
1,3800,pop8,c
1,3800,pop9,a
1,3800,pop10,b
1,3800,pop10,c
1,3900,pop1,a
1,3900,pop1,c
1,3900,pop3,a
1,3900,pop3,b
1,3900,pop4,b
1,3900,pop4,c
1,3900,pop4,a
1,3900,pop5,c
1,3900,pop5,b
1,3900,pop8,c
1,3900,pop9,a
1,3900,pop10,c
1,3900,pop10,b
1,4000,pop1,a
1,4000,pop1,c
1,4000,pop3,a
1,4000,pop3,b
1,4000,pop4,c
1,4000,pop4,a
1,4000,pop4,b
1,4000,pop5,c
1,4000,pop5,b
1,4000,pop8,c
1,4000,pop9,a
1,4000,pop10,c
1,4000,pop10,b
1,4100,pop1,c
1,4100,pop1,a
1,4100,pop3,b
1,4100,pop3,a
1,4100,pop4,c
1,4100,pop4,b
1,4100,pop4,a
1,4100,pop5,c
1,4100,pop5,b
1,4100,pop8,c
1,4100,pop9,a
1,4100,pop10,b
1,4100,pop10,c
1,4200,pop1,a
1,4200,pop1,c
1,4200,pop3,b
1,4200,pop3,a
1,4200,pop4,b
1,4200,pop4,a
1,4200,pop4,c
1,4200,pop5,b
1,4200,pop5,c
1,4200,pop8,c
1,4200,pop9,a
1,4200,pop10,b
1,4200,pop10,c
1,4300,pop1,a
1,4300,pop1,c
1,4300,pop3,a
1,4300,pop3,b
1,4300,pop4,a
1,4300,pop4,c
1,4300,pop4,b
1,4300,pop5,b
1,4300,pop5,c
1,4300,pop8,c
1,4300,pop9,a
1,4300,pop10,b
1,4300,pop10,c
1,4400,pop1,c
1,4400,pop1,a
1,4400,pop3,a
1,4400,pop3,b
1,4400,pop4,c
1,4400,pop4,b
1,4400,pop4,a
1,4400,pop5,b
1,4400,pop5,c
1,4400,pop8,c
1,4400,pop9,a
1,4400,pop10,b
1,4400,pop10,c
1,4500,pop1,a
1,4500,pop1,c
1,4500,pop3,a
1,4500,pop3,b
1,4500,pop4,b
1,4500,pop4,c
1,4500,pop4,a
1,4500,pop5,b
1,4500,pop5,c
1,4500,pop8,c
1,4500,pop9,a
1,4500,pop10,b
1,4500,pop10,c
1,4600,pop1,a
1,4600,pop1,c
1,4600,pop3,a
1,4600,pop3,b
1,4600,pop4,a
1,4600,pop4,c
1,4600,pop4,b
1,4600,pop5,b
1,4600,pop5,c
1,4600,pop8,c
1,4600,pop9,a
1,4600,pop10,b
1,4600,pop10,c
1,4700,pop1,a
1,4700,pop1,c
1,4700,pop3,a
1,4700,pop3,b
1,4700,pop4,a
1,4700,pop4,c
1,4700,pop4,b
1,4700,pop5,b
1,4700,pop5,c
1,4700,pop8,c
1,4700,pop9,a
1,4700,pop10,b
1,4700,pop10,c
1,4800,pop1,a
1,4800,pop1,c
1,4800,pop3,b
1,4800,pop3,a
1,4800,pop4,a
1,4800,pop4,c
1,4800,pop4,b
1,4800,pop5,b
1,4800,pop5,c
1,4800,pop8,c
1,4800,pop9,a
1,4800,pop10,b
1,4800,pop10,c
1,4900,pop1,a
1,4900,pop1,c
1,4900,pop3,a
1,4900,pop3,b
1,4900,pop4,c
1,4900,pop4,b
1,4900,pop4,a
1,4900,pop5,c
1,4900,pop5,b
1,4900,pop8,c
1,4900,pop9,a
1,4900,pop10,b
1,4900,pop10,c
1,5000,pop1,a
1,5000,pop1,c
1,5000,pop3,a
1,5000,pop3,b
1,5000,pop4,b
1,5000,pop4,a
1,5000,pop4,c
1,5000,pop5,c
1,5000,pop5,b
1,5000,pop8,c
1,5000,pop9,a
1,5000,pop10,c
1,5000,pop10,b
1,5100,pop1,a
1,5100,pop1,c
1,5100,pop3,a
1,5100,pop3,b
1,5100,pop4,b
1,5100,pop4,c
1,5100,pop4,a
1,5100,pop5,c
1,5100,pop5,b
1,5100,pop8,c
1,5100,pop9,a
1,5100,pop10,c
1,5100,pop10,b
1,5200,pop1,a
1,5200,pop1,c
1,5200,pop3,a
1,5200,pop3,b
1,5200,pop4,b
1,5200,pop4,c
1,5200,pop4,a
1,5200,pop5,b
1,5200,pop5,c
1,5200,pop8,c
1,5200,pop9,a
1,5200,pop10,b
1,5200,pop10,c
1,5300,pop1,a
1,5300,pop1,c
1,5300,pop3,a
1,5300,pop3,b
1,5300,pop4,b
1,5300,pop4,c
1,5300,pop4,a
1,5300,pop5,b
1,5300,pop5,c
1,5300,pop8,c
1,5300,pop9,a
1,5300,pop10,b
1,5300,pop10,c
1,5400,pop1,a
1,5400,pop1,c
1,5400,pop3,a
1,5400,pop3,b
1,5400,pop4,b
1,5400,pop4,a
1,5400,pop4,c
1,5400,pop5,b
1,5400,pop5,c
1,5400,pop8,c
1,5400,pop9,a
1,5400,pop10,b
1,5400,pop10,c
1,5500,pop1,a
1,5500,pop1,c
1,5500,pop3,a
1,5500,pop3,b
1,5500,pop4,a
1,5500,pop4,c
1,5500,pop4,b
1,5500,pop5,c
1,5500,pop5,b
1,5500,pop8,c
1,5500,pop9,a
1,5500,pop10,b
1,5500,pop10,c
1,5600,pop1,c
1,5600,pop1,a
1,5600,pop3,a
1,5600,pop3,b
1,5600,pop4,c
1,5600,pop4,b
1,5600,pop4,a
1,5600,pop5,c
1,5600,pop5,b
1,5600,pop8,c
1,5600,pop9,a
1,5600,pop10,b
1,5600,pop10,c
1,5700,pop1,a
1,5700,pop1,c
1,5700,pop3,a
1,5700,pop3,b
1,5700,pop4,b
1,5700,pop4,a
1,5700,pop4,c
1,5700,pop5,c
1,5700,pop5,b
1,5700,pop8,c
1,5700,pop9,a
1,5700,pop10,b
1,5700,pop10,c
1,5800,pop1,a
1,5800,pop1,c
1,5800,pop3,a
1,5800,pop3,b
1,5800,pop4,b
1,5800,pop4,a
1,5800,pop4,c
1,5800,pop5,b
1,5800,pop5,c
1,5800,pop8,c
1,5800,pop9,a
1,5800,pop10,b
1,5800,pop10,c
1,5900,pop1,a
1,5900,pop1,c
1,5900,pop3,a
1,5900,pop3,b
1,5900,pop4,a
1,5900,pop4,c
1,5900,pop4,b
1,5900,pop5,b
1,5900,pop5,c
1,5900,pop8,c
1,5900,pop9,a
1,5900,pop10,c
1,5900,pop10,b
1,6000,pop1,a
1,6000,pop1,c
1,6000,pop3,a
1,6000,pop3,b
1,6000,pop4,c
1,6000,pop4,b
1,6000,pop4,a
1,6000,pop5,c
1,6000,pop5,b
1,6000,pop8,c
1,6000,pop9,a
1,6000,pop10,b
1,6000,pop10,c
1,6100,pop1,c
1,6100,pop1,a
1,6100,pop3,a
1,6100,pop3,b
1,6100,pop4,b
1,6100,pop4,a
1,6100,pop4,c
1,6100,pop5,c
1,6100,pop5,b
1,6100,pop8,c
1,6100,pop9,a
1,6100,pop10,b
1,6100,pop10,c
1,6200,pop1,a
1,6200,pop1,c
1,6200,pop3,b
1,6200,pop3,a
1,6200,pop4,b
1,6200,pop4,c
1,6200,pop4,a
1,6200,pop5,b
1,6200,pop5,c
1,6200,pop8,c
1,6200,pop9,a
1,6200,pop10,c
1,6200,pop10,b
1,6300,pop1,c
1,6300,pop1,a
1,6300,pop3,b
1,6300,pop3,a
1,6300,pop4,b
1,6300,pop4,c
1,6300,pop4,a
1,6300,pop5,b
1,6300,pop5,c
1,6300,pop8,c
1,6300,pop9,a
1,6300,pop10,b
1,6300,pop10,c
1,6400,pop1,a
1,6400,pop1,c
1,6400,pop3,a
1,6400,pop3,b
1,6400,pop4,b
1,6400,pop4,a
1,6400,pop4,c
1,6400,pop5,b
1,6400,pop5,c
1,6400,pop8,c
1,6400,pop9,a
1,6400,pop10,b
1,6400,pop10,c
1,6500,pop1,a
1,6500,pop1,c
1,6500,pop3,a
1,6500,pop3,b
1,6500,pop4,b
1,6500,pop4,c
1,6500,pop4,a
1,6500,pop5,c
1,6500,pop5,b
1,6500,pop8,c
1,6500,pop9,a
1,6500,pop10,b
1,6500,pop10,c
1,6600,pop1,a
1,6600,pop1,c
1,6600,pop3,a
1,6600,pop3,b
1,6600,pop4,c
1,6600,pop4,b
1,6600,pop4,a
1,6600,pop5,b
1,6600,pop5,c
1,6600,pop8,c
1,6600,pop9,a
1,6600,pop10,b
1,6600,pop10,c
1,6700,pop1,a
1,6700,pop1,c
1,6700,pop3,a
1,6700,pop3,b
1,6700,pop4,c
1,6700,pop4,b
1,6700,pop4,a
1,6700,pop5,b
1,6700,pop5,c
1,6700,pop8,c
1,6700,pop9,a
1,6700,pop10,b
1,6700,pop10,c
1,6800,pop1,a
1,6800,pop1,c
1,6800,pop3,a
1,6800,pop3,b
1,6800,pop4,c
1,6800,pop4,b
1,6800,pop4,a
1,6800,pop5,b
1,6800,pop5,c
1,6800,pop8,c
1,6800,pop9,a
1,6800,pop10,b
1,6800,pop10,c
1,6900,pop1,a
1,6900,pop1,c
1,6900,pop3,a
1,6900,pop3,b
1,6900,pop4,b
1,6900,pop4,a
1,6900,pop4,c
1,6900,pop5,c
1,6900,pop5,b
1,6900,pop8,c
1,6900,pop9,a
1,6900,pop10,b
1,6900,pop10,c
1,7000,pop1,a
1,7000,pop1,c
1,7000,pop3,a
1,7000,pop3,b
1,7000,pop4,b
1,7000,pop4,a
1,7000,pop4,c
1,7000,pop5,b
1,7000,pop5,c
1,7000,pop8,c
1,7000,pop9,a
1,7000,pop10,b
1,7000,pop10,c
1,7100,pop1,a
1,7100,pop1,c
1,7100,pop3,a
1,7100,pop3,b
1,7100,pop4,b
1,7100,pop4,c
1,7100,pop4,a
1,7100,pop5,b
1,7100,pop5,c
1,7100,pop8,c
1,7100,pop9,a
1,7100,pop10,b
1,7100,pop10,c
1,7200,pop1,a
1,7200,pop1,c
1,7200,pop3,a
1,7200,pop3,b
1,7200,pop4,c
1,7200,pop4,b
1,7200,pop4,a
1,7200,pop5,b
1,7200,pop5,c
1,7200,pop8,c
1,7200,pop9,a
1,7200,pop10,b
1,7200,pop10,c
1,7300,pop1,a
1,7300,pop1,c
1,7300,pop3,b
1,7300,pop3,a
1,7300,pop4,b
1,7300,pop4,c
1,7300,pop4,a
1,7300,pop5,b
1,7300,pop5,c
1,7300,pop8,c
1,7300,pop9,a
1,7300,pop10,b
1,7300,pop10,c
1,7400,pop1,a
1,7400,pop1,c
1,7400,pop3,b
1,7400,pop3,a
1,7400,pop4,b
1,7400,pop4,a
1,7400,pop4,c
1,7400,pop5,b
1,7400,pop5,c
1,7400,pop8,c
1,7400,pop9,a
1,7400,pop10,b
1,7400,pop10,c
1,7500,pop1,a
1,7500,pop1,c
1,7500,pop3,b
1,7500,pop3,a
1,7500,pop4,c
1,7500,pop4,b
1,7500,pop4,a
1,7500,pop5,c
1,7500,pop5,b
1,7500,pop8,c
1,7500,pop9,a
1,7500,pop10,c
1,7500,pop10,b
1,7600,pop1,a
1,7600,pop1,c
1,7600,pop3,b
1,7600,pop3,a
1,7600,pop4,c
1,7600,pop4,b
1,7600,pop4,a
1,7600,pop5,c
1,7600,pop5,b
1,7600,pop8,c
1,7600,pop9,a
1,7600,pop10,c
1,7600,pop10,b
1,7700,pop1,a
1,7700,pop1,c
1,7700,pop3,a
1,7700,pop3,b
1,7700,pop4,b
1,7700,pop4,c
1,7700,pop4,a
1,7700,pop5,b
1,7700,pop5,c
1,7700,pop8,c
1,7700,pop9,a
1,7700,pop10,b
1,7700,pop10,c
1,7800,pop1,c
1,7800,pop1,a
1,7800,pop3,a
1,7800,pop3,b
1,7800,pop4,b
1,7800,pop4,c
1,7800,pop4,a
1,7800,pop5,c
1,7800,pop5,b
1,7800,pop8,c
1,7800,pop9,a
1,7800,pop10,b
1,7800,pop10,c
1,7900,pop1,c
1,7900,pop1,a
1,7900,pop3,a
1,7900,pop3,b
1,7900,pop4,c
1,7900,pop4,b
1,7900,pop4,a
1,7900,pop5,c
1,7900,pop5,b
1,7900,pop8,c
1,7900,pop9,a
1,7900,pop10,b
1,7900,pop10,c
1,8000,pop1,c
1,8000,pop1,a
1,8000,pop3,a
1,8000,pop3,b
1,8000,pop4,b
1,8000,pop4,a
1,8000,pop4,c
1,8000,pop5,c
1,8000,pop5,b
1,8000,pop8,c
1,8000,pop9,a
1,8000,pop10,b
1,8000,pop10,c
1,8100,pop1,a
1,8100,pop1,c
1,8100,pop3,a
1,8100,pop3,b
1,8100,pop4,c
1,8100,pop4,b
1,8100,pop4,a
1,8100,pop5,c
1,8100,pop5,b
1,8100,pop8,c
1,8100,pop9,a
1,8100,pop10,b
1,8100,pop10,c
1,8200,pop1,a
1,8200,pop1,c
1,8200,pop3,a
1,8200,pop3,b
1,8200,pop4,c
1,8200,pop4,b
1,8200,pop4,a
1,8200,pop5,c
1,8200,pop5,b
1,8200,pop8,c
1,8200,pop9,a
1,8200,pop10,b
1,8200,pop10,c
1,8300,pop1,a
1,8300,pop1,c
1,8300,pop3,a
1,8300,pop3,b
1,8300,pop4,c
1,8300,pop4,b
1,8300,pop4,a
1,8300,pop5,c
1,8300,pop5,b
1,8300,pop8,c
1,8300,pop9,a
1,8300,pop10,b
1,8300,pop10,c
1,8400,pop1,c
1,8400,pop1,a
1,8400,pop3,a
1,8400,pop3,b
1,8400,pop4,b
1,8400,pop4,a
1,8400,pop4,c
1,8400,pop5,c
1,8400,pop5,b
1,8400,pop8,c
1,8400,pop9,a
1,8400,pop10,c
1,8400,pop10,b
1,8500,pop1,a
1,8500,pop1,c
1,8500,pop3,a
1,8500,pop3,b
1,8500,pop4,b
1,8500,pop4,c
1,8500,pop4,a
1,8500,pop5,b
1,8500,pop5,c
1,8500,pop8,c
1,8500,pop9,a
1,8500,pop10,b
1,8500,pop10,c
1,8600,pop1,a
1,8600,pop1,c
1,8600,pop3,a
1,8600,pop3,b
1,8600,pop4,c
1,8600,pop4,b
1,8600,pop4,a
1,8600,pop5,b
1,8600,pop5,c
1,8600,pop8,c
1,8600,pop9,a
1,8600,pop10,c
1,8600,pop10,b
1,8700,pop1,c
1,8700,pop1,a
1,8700,pop3,a
1,8700,pop3,b
1,8700,pop4,c
1,8700,pop4,b
1,8700,pop4,a
1,8700,pop5,c
1,8700,pop5,b
1,8700,pop8,c
1,8700,pop9,a
1,8700,pop10,b
1,8700,pop10,c
1,8800,pop1,c
1,8800,pop1,a
1,8800,pop3,a
1,8800,pop3,b
1,8800,pop4,b
1,8800,pop4,c
1,8800,pop4,a
1,8800,pop5,c
1,8800,pop5,b
1,8800,pop8,c
1,8800,pop9,a
1,8800,pop10,b
1,8800,pop10,c
1,8900,pop1,c
1,8900,pop1,a
1,8900,pop3,a
1,8900,pop3,b
1,8900,pop4,c
1,8900,pop4,b
1,8900,pop4,a
1,8900,pop5,b
1,8900,pop5,c
1,8900,pop8,c
1,8900,pop9,a
1,8900,pop10,b
1,8900,pop10,c
1,9000,pop1,c
1,9000,pop1,a
1,9000,pop3,a
1,9000,pop3,b
1,9000,pop4,c
1,9000,pop4,b
1,9000,pop4,a
1,9000,pop5,c
1,9000,pop5,b
1,9000,pop8,c
1,9000,pop9,a
1,9000,pop10,b
1,9000,pop10,c
1,9100,pop1,c
1,9100,pop1,a
1,9100,pop3,a
1,9100,pop3,b
1,9100,pop4,b
1,9100,pop4,c
1,9100,pop4,a
1,9100,pop5,c
1,9100,pop5,b
1,9100,pop8,c
1,9100,pop9,a
1,9100,pop10,b
1,9100,pop10,c
1,9200,pop1,a
1,9200,pop1,c
1,9200,pop3,a
1,9200,pop3,b
1,9200,pop4,c
1,9200,pop4,b
1,9200,pop4,a
1,9200,pop5,c
1,9200,pop5,b
1,9200,pop8,c
1,9200,pop9,a
1,9200,pop10,b
1,9200,pop10,c
1,9300,pop1,a
1,9300,pop1,c
1,9300,pop3,a
1,9300,pop3,b
1,9300,pop4,b
1,9300,pop4,c
1,9300,pop4,a
1,9300,pop5,b
1,9300,pop5,c
1,9300,pop8,c
1,9300,pop9,a
1,9300,pop10,b
1,9300,pop10,c
1,9400,pop1,a
1,9400,pop1,c
1,9400,pop3,a
1,9400,pop3,b
1,9400,pop4,b
1,9400,pop4,c
1,9400,pop4,a
1,9400,pop5,b
1,9400,pop5,c
1,9400,pop8,c
1,9400,pop9,a
1,9400,pop10,b
1,9400,pop10,c
1,9500,pop1,a
1,9500,pop1,c
1,9500,pop3,a
1,9500,pop3,b
1,9500,pop4,b
1,9500,pop4,c
1,9500,pop4,a
1,9500,pop5,b
1,9500,pop5,c
1,9500,pop8,c
1,9500,pop9,a
1,9500,pop10,b
1,9500,pop10,c
1,9600,pop1,a
1,9600,pop1,c
1,9600,pop3,a
1,9600,pop3,b
1,9600,pop4,c
1,9600,pop4,b
1,9600,pop4,a
1,9600,pop5,b
1,9600,pop5,c
1,9600,pop8,c
1,9600,pop9,a
1,9600,pop10,b
1,9600,pop10,c
1,9700,pop1,a
1,9700,pop1,c
1,9700,pop3,a
1,9700,pop3,b
1,9700,pop4,b
1,9700,pop4,a
1,9700,pop4,c
1,9700,pop5,b
1,9700,pop5,c
1,9700,pop8,c
1,9700,pop9,a
1,9700,pop10,b
1,9700,pop10,c
1,9800,pop1,c
1,9800,pop1,a
1,9800,pop3,a
1,9800,pop3,b
1,9800,pop4,a
1,9800,pop4,c
1,9800,pop4,b
1,9800,pop5,c
1,9800,pop5,b
